0.089, 0.089
0.125, 0.125
0.164, 0.164
0.157, 0.157
0.194, 0.194
0.157, 0.157
0.151, 0.151
0.059, 0.059
0.243, 0.243
0.282, 0.282
0.105, 0.105
0.062, 0.062
0.167, 0.167
0.171, 0.171
0.135, 0.135
0.016, 0.016
0.095, 0.095
0.217, 0.217
0.312, 0.312
0.299, 0.299
0.092, 0.092
0.085, 0.085
0.105, 0.105
0.089, 0.089
0.157, 0.157
0.167, 0.167
0.148, 0.148
0.115, 0.115
0.049, 0.049
0.098, 0.098
0.082, 0.082
0.066, 0.066
0.194, 0.194
0.262, 0.262
0.367, 0.367
0.328, 0.328
0.305, 0.305
0.161, 0.161
0.030, 0.030
0.082, 0.082
0.043, 0.043
0.043, 0.043
0.138, 0.138
0.200, 0.200
0.148, 0.148
0.016, 0.016
0.125, 0.125
0.207, 0.207
0.138, 0.138
0.059, 0.059
0.062, 0.062
0.194, 0.194
0.187, 0.187
0.039, 0.039
0.102, 0.102
0.079, 0.079
0.262, 0.262
0.348, 0.348
0.266, 0.266
0.213, 0.213
0.210, 0.210
0.131, 0.131
0.013, 0.013
0.112, 0.112
0.128, 0.128
0.052, 0.052
0.135, 0.135
0.217, 0.217
0.190, 0.190
0.023, 0.023
0.171, 0.171
0.098, 0.098
0.098, 0.098
0.112, 0.112
0.157, 0.157
0.095, 0.095
0.052, 0.052
0.039, 0.039
0.030, 0.030
0.092, 0.092
0.167, 0.167
0.043, 0.043
0.292, 0.292
0.276, 0.276
0.236, 0.236
0.236, 0.236
0.125, 0.125
0.092, 0.092
0.108, 0.108
0.039, 0.039
0.039, 0.039
0.049, 0.049
0.075, 0.075
0.059, 0.059
0.112, 0.112
0.069, 0.069
0.056, 0.056
0.148, 0.148
0.164, 0.164
0.157, 0.157
0.256, 0.256
0.305, 0.305
0.154, 0.154
0.059, 0.059
0.167, 0.167
0.141, 0.141
0.020, 0.020
0.164, 0.164
0.276, 0.276
0.256, 0.256
0.115, 0.115
0.217, 0.217
0.230, 0.230
0.180, 0.180
0.085, 0.085
0.075, 0.075
0.203, 0.203
0.138, 0.138
0.046, 0.046
0.026, 0.026
0.039, 0.039
0.154, 0.154
0.361, 0.361
0.449, 0.449
0.420, 0.420
0.174, 0.174
0.085, 0.085
0.171, 0.171
0.108, 0.108
0.016, 0.016
0.226, 0.226
0.171, 0.171
0.157, 0.157
0.282, 0.282
0.154, 0.154
0.003, 0.003
0.187, 0.187
0.236, 0.236
0.128, 0.128
0.033, 0.033
0.098, 0.098
0.066, 0.066
0.177, 0.177
0.361, 0.361
0.285, 0.285
0.148, 0.148
0.020, 0.020
0.085, 0.085
0.125, 0.125
0.128, 0.128
0.115, 0.115
0.164, 0.164
0.187, 0.187
0.010, 0.010
0.135, 0.135
0.213, 0.213
0.023, 0.023
0.180, 0.180
0.115, 0.115
0.026, 0.026
0.141, 0.141
0.187, 0.187
0.069, 0.069
0.007, 0.007
0.157, 0.157
0.197, 0.197
0.102, 0.102
0.171, 0.171
0.016, 0.016
0.098, 0.098
0.148, 0.148
0.039, 0.039
0.003, 0.003
0.066, 0.066
0.092, 0.092
0.026, 0.026
0.013, 0.013
0.095, 0.095
0.066, 0.066
0.039, 0.039
0.125, 0.125
0.236, 0.236
0.266, 0.266
0.200, 0.200
0.157, 0.157
0.112, 0.112
0.026, 0.026
0.098, 0.098
0.203, 0.203
0.230, 0.230
0.210, 0.210
0.026, 0.026
0.036, 0.036
0.082, 0.082
0.157, 0.157
0.240, 0.240
0.344, 0.344
0.351, 0.351
0.253, 0.253
0.016, 0.016
0.102, 0.102
0.066, 0.066
0.039, 0.039
0.072, 0.072
0.151, 0.151
0.052, 0.052
0.125, 0.125
0.302, 0.302
0.295, 0.295
0.256, 0.256
0.207, 0.207
0.085, 0.085
0.062, 0.062
0.075, 0.075
0.151, 0.151
0.003, 0.003
0.098, 0.098
0.079, 0.079
0.043, 0.043
0.151, 0.151
0.295, 0.295
0.292, 0.292
0.295, 0.295
0.128, 0.128
0.039, 0.039
0.056, 0.056
0.079, 0.079
0.125, 0.125
0.075, 0.075
0.072, 0.072
0.020, 0.020
0.072, 0.072
0.049, 0.049
0.003, 0.003
0.069, 0.069
0.069, 0.069
0.157, 0.157
0.262, 0.262
0.207, 0.207
0.335, 0.335
0.020, 0.020
0.266, 0.266
0.322, 0.322
0.230, 0.230
0.062, 0.062
0.115, 0.115
0.404, 0.404
0.390, 0.390
0.131, 0.131
0.217, 0.217
0.443, 0.443
0.180, 0.180
0.102, 0.102
0.010, 0.010
0.062, 0.062
0.197, 0.197
0.299, 0.299
0.322, 0.322
0.233, 0.233
0.341, 0.341
0.436, 0.436
0.095, 0.095
0.367, 0.367
0.459, 0.459
0.427, 0.427
0.341, 0.341
0.292, 0.292
0.233, 0.233
0.236, 0.236
0.003, 0.003
0.358, 0.358
0.367, 0.367
0.233, 0.233
0.217, 0.217
0.013, 0.013
0.072, 0.072
0.098, 0.098
0.049, 0.049
0.171, 0.171
0.020, 0.020
0.157, 0.157
0.105, 0.105
0.154, 0.154
0.066, 0.066
0.089, 0.089
0.056, 0.056
0.144, 0.144
0.082, 0.082
0.308, 0.308
0.482, 0.482
0.430, 0.430
0.243, 0.243
0.210, 0.210
0.033, 0.033
0.138, 0.138
0.148, 0.148
0.046, 0.046
0.141, 0.141
0.148, 0.148
0.115, 0.115
0.010, 0.010
0.325, 0.325
0.289, 0.289
0.026, 0.026
0.207, 0.207
0.135, 0.135
0.236, 0.236
0.495, 0.495
0.400, 0.400
0.230, 0.230
0.358, 0.358
0.367, 0.367
0.223, 0.223
0.082, 0.082
0.082, 0.082
0.302, 0.302
0.233, 0.233
0.023, 0.023
0.223, 0.223
0.272, 0.272
0.220, 0.220
0.200, 0.200
0.177, 0.177
0.075, 0.075
0.026, 0.026
0.066, 0.066
0.115, 0.115
0.016, 0.016
0.174, 0.174
0.217, 0.217
0.167, 0.167
0.256, 0.256
0.266, 0.266
0.240, 0.240
0.174, 0.174
0.135, 0.135
0.125, 0.125
0.072, 0.072
0.125, 0.125
0.059, 0.059
0.118, 0.118
0.089, 0.089
0.131, 0.131
0.026, 0.026
0.030, 0.030
0.128, 0.128
0.138, 0.138
0.092, 0.092
0.210, 0.210
0.466, 0.466
0.394, 0.394
0.246, 0.246
0.010, 0.010
0.131, 0.131
0.039, 0.039
0.125, 0.125
0.341, 0.341
0.325, 0.325
0.161, 0.161
0.102, 0.102
0.276, 0.276
0.246, 0.246
0.069, 0.069
0.217, 0.217
0.246, 0.246
0.171, 0.171
0.079, 0.079
0.075, 0.075
0.180, 0.180
0.098, 0.098
0.213, 0.213
0.427, 0.427
0.449, 0.449
0.325, 0.325
0.243, 0.243
0.118, 0.118
0.135, 0.135
0.151, 0.151
0.148, 0.148
0.036, 0.036
0.020, 0.020
0.049, 0.049
0.039, 0.039
0.039, 0.039
0.013, 0.013
0.072, 0.072
0.118, 0.118
0.131, 0.131
0.115, 0.115
0.358, 0.358
0.341, 0.341
0.046, 0.046
0.010, 0.010
0.016, 0.016
0.007, 0.007
0.138, 0.138
0.302, 0.302
0.240, 0.240
0.049, 0.049
0.049, 0.049
0.003, 0.003
0.115, 0.115
0.112, 0.112
0.043, 0.043
0.062, 0.062
0.148, 0.148
0.108, 0.108
0.105, 0.105
0.007, 0.007
0.095, 0.095
0.112, 0.112
0.079, 0.079
0.062, 0.062
0.125, 0.125
0.174, 0.174
0.121, 0.121
0.010, 0.010
0.118, 0.118
